cos_similarity: neutral vs young,cos_similarity: neutral vs adult,cos_similarity: neutral vs senior,cos_similarity: young vs adult,cos_similarity: young vs senior,cos_similarity: adult vs senior,prompt_id,pronoun_sequence_id
0.8527599493742082,0.9289840136408227,0.8595327269381361,0.8355882416481897,0.8982488680000278,0.835251999398394,3,8
0.8855278982064307,0.9551531131407286,0.936081613168819,0.8773670605485795,0.8559269526744364,0.9498384092844878,3,9
0.9566231841253742,0.7765329830792954,0.9204736539834681,0.7807791423187562,0.9236916762128607,0.8271312078349287,3,10
0.8454584145554616,0.7549358935437032,0.8133035425600436,0.7771201085486125,0.7539822913136095,0.7024444850634026,4,1
0.7317179817796763,0.848918673890587,0.7497924252701041,0.6944197654116304,0.6287722225168446,0.8096959035120085,4,2
0.7839142831492854,0.8569346398078715,0.7557905550365661,0.8342865406529976,0.6925184719186397,0.7592564525555716,4,3
0.8874120987007899,0.7802620555331083,0.6597103137715978,0.8239966701748322,0.7126852877982778,0.7271162629360179,4,4
0.821250912303211,0.8737768979755121,0.6887601884006134,0.8443177798059884,0.7120589354861373,0.7679508357031481,4,5
0.874003797220889,0.8808835599963051,0.7313531863907449,0.8788590661059429,0.7023629277499974,0.7826100697077634,4,6
0.6357536886002082,0.813274797563843,0.6246274251246551,0.646628358492843,0.5283268130972155,0.6223859085587014,4,7
0.8166763149221876,0.8908960716043128,0.7262815555958999,0.8046243420239632,0.7461891164843315,0.6962590680958778,4,8
0.7107292364653359,0.8676010550736961,0.7731898452929048,0.7073930950167235,0.6670204848100313,0.7756682623189397,4,9
0.8312346283496304,0.8299079943300414,0.6760613685849028,0.85179389357291,0.6526781246056097,0.749610792872862,4,10
0.7831770088711378,0.9648282967801654,0.9148206167939386,0.7765869947913411,0.7742765397395305,0.9304889032455075,5,1
0.8309063185733597,0.9247905613246532,0.8354279332630012,0.7957906096191838,0.7483444865991778,0.857753207522716,5,2
0.9626452555091308,0.9340181669544043,0.8518094889645533,0.9596075357381332,0.8801141097136522,0.888299143961105,5,3
0.9552758488377266,0.9185409884728091,0.802930249790314,0.9537731432617182,0.8128946838183442,0.8617134108414866,5,4
0.8392288735537152,0.7582643235067577,0.8310318724323015,0.838038504564639,0.7342064785860618,0.6877120559565328,5,5
0.8685199408832164,0.7599869519616108,0.8883816586726618,0.83003320434415,0.8870777923344397,0.7919899534680451,5,6
0.8386920429501149,0.9385420530614843,0.8024687319629497,0.8220011547933153,0.6877612335086736,0.7553009848183576,5,7
0.9160918694144171,0.9231558469606211,0.7464570535158817,0.8981738346358423,0.7232646126223736,0.776145653994891,5,8
0.8987147528020705,0.9227015614005727,0.8213564097477675,0.9192034420713013,0.8172867159213199,0.8873592754165569,5,9
0.9542984473808935,0.9207559729966879,0.7976465382627598,0.9337800199300236,0.8052845928073671,0.8473539727205677,5,10
0.9070411661424974,0.8244862276202625,0.6444420364879107,0.7394886030959227,0.6442390386086242,0.6135688821478906,6,1
0.7724565925642721,0.9310050475219948,0.7463718658536579,0.7961695929011482,0.7650608093161164,0.8168148072385166,6,2
0.8855744065802651,0.9650586055368464,0.8330218429181031,0.89326892429927,0.8855584147047182,0.8603838841438882,6,3
0.9515309889770498,0.9574369344551206,0.834878623786744,0.9630425399725111,0.8802442665102236,0.89262915761492,6,4
0.8213052453797511,0.782277191335057,0.8094907782683094,0.8062284793740425,0.8009889623313399,0.7811165140864493,6,5
0.9022737969336598,0.8731728986218076,0.7493857324935254,0.8169591719416425,0.7461350582654072,0.759153627346369,6,6
0.6999829862163008,0.8324537308843303,0.7812419260116128,0.7990189886302959,0.7947894105473111,0.8387771226514616,6,7
0.860815468785876,0.9078372130246305,0.7526264419649891,0.8913605257502752,0.8434582120259735,0.7728255981739769,6,8
0.8069730267007806,0.8732483262026742,0.8513646620406266,0.8126466668185259,0.8759996717614822,0.8360007859996704,6,9
0.804625503072272,0.8491888131776113,0.5881941877047366,0.8809738449403175,0.701698531939647,0.769421249752178,6,10
0.9459422563632625,0.8138853661895218,0.9452207072593888,0.8240624216737301,0.944815575015642,0.856838727264569,7,1
0.8569317820595903,0.9763725250492948,0.881518245023819,0.8699950864601693,0.8662621328752402,0.8992466261073224,7,2
0.9733835945510225,0.9635683077995459,0.9325052691292326,0.965054779329005,0.9336613452963756,0.9600982998578431,7,3
0.9631756006924641,0.9402618693750805,0.942891142996457,0.9489389102078072,0.9480580658041227,0.9480431510458851,7,4
0.861928182632774,0.9136587486746879,0.9262995286210647,0.8939522285070064,0.9003826105515917,0.9204629649520597,7,5
0.8950585105020838,0.9200525317720886,0.9383282666322699,0.9419933632222453,0.9397122778453753,0.9491875448741545,7,6
0.8719443815875871,0.9669837831958116,0.9190014517161977,0.8746531715120746,0.9351610280075147,0.932414522776442,7,7
0.9523175830559076,0.9687256902882292,0.9029173378359903,0.9586031384890321,0.8858064841684956,0.8988134242653716,7,8
0.8518158053170086,0.9657491703536936,0.9042251241168106,0.8361028319300379,0.8138562375978633,0.9089182686893271,7,9
0.9762042373619088,0.9743320663252013,0.9180592570512552,0.9598970086977632,0.9275582709596504,0.9210855788476344,7,10
0.8748009638741474,0.7812884052547246,0.8579932466056661,0.7762016250485098,0.8476135010888279,0.8426640059552594,8,1
0.8353041309202737,0.7881738651945974,0.7848856849099834,0.8352030299776971,0.7996206776444104,0.7184934440600291,8,2
0.9163657080222355,0.8781683174216034,0.9130336273845938,0.9119512557169045,0.8788834930304521,0.8425531127048955,8,3
0.9194875356667733,0.8860334090782458,0.8125780927540985,0.8966092649251196,0.8203902329658185,0.8286664786254208,8,4
0.9261536226647565,0.8908109658220409,0.90759681934108,0.9042906605377901,0.9081083194124395,0.8961140001104932,8,5
0.9565142881517463,0.935314081318886,0.865980456259214,0.9200089842942097,0.8678394141136034,0.9103642076126955,8,6
0.7878024832276644,0.8595611816537074,0.9049569319565354,0.9093288200805687,0.7494220291290448,0.8222956240064314,8,7
0.8482857286667367,0.8923472633748224,0.8966061298686943,0.863637485242574,0.8624928241158465,0.8790658883093676,8,8
0.8483530196101088,0.7634766619179565,0.8836608589667186,0.6998217312401478,0.8503191222155448,0.8055850141262448,8,9
0.9292847760512402,0.8380037160045433,0.7833383483215113,0.8286904636671362,0.7599027024409903,0.807194758466137,8,10
0.7633651881019436,0.7944095739994101,0.7572384590106904,0.8418577935611696,0.8084978439202016,0.8644340115204185,9,1
0.8665924765001951,0.8768902296580772,0.8241805899869923,0.8576962348237418,0.7807130474905786,0.7819632935107996,9,2
0.96300596918623,0.9348015601218097,0.9101522402159681,0.9495695040998348,0.9220814493873486,0.9502142180959832,9,3
0.9492408012393329,0.9474949198328005,0.8711746118582484,0.9474366601096809,0.8520024711540308,0.85121051348685,9,4
0.9638355432731716,0.9321670287158321,0.928254016600736,0.9433572454332686,0.9156152899090706,0.9290977539095477,9,5
0.9538314743854792,0.9169858105013466,0.914424377785942,0.9171848511534522,0.9263170367769051,0.8917166930882289,9,6
0.7562138538678658,0.9161289678040347,0.7856360998710504,0.7891688432020263,0.7579200513708149,0.8075723560263517,9,7
0.8860503285166269,0.852387774900619,0.8182137521387249,0.8180193911389735,0.8271978833082219,0.7549618952622394,9,8
0.9122117931468143,0.8944762604517946,0.9023571073263521,0.9622995254525293,0.9671695565581814,0.9492703409138538,9,9
0.8995120434427075,0.9078592307267559,0.8272291887060481,0.9567811692800603,0.8466034127261907,0.8453370289802606,9,10
0.7753801499395775,0.9062824631320208,0.7751058237914281,0.7230384279306484,0.6945668758404104,0.7493951780449275,10,1
0.7444054993364241,0.9453443798432121,0.8272487710703958,0.7369959265931406,0.7109465363979601,0.8522856800355805,10,2
0.9397357163544067,0.9524621518467495,0.82288297205367,0.9184597749307781,0.8276709080045555,0.8595487822973771,10,3
0.827132789030012,0.8996760711026126,0.7353160956302998,0.8717935881575956,0.8576967097961676,0.8424119220046389,10,4
0.9019351212550322,0.9468739699044785,0.8446129981744785,0.8900104684162284,0.8777993266037054,0.8383116394021539,10,5
0.7893530601156908,0.8166802709382699,0.6849071021066266,0.7639990268930972,0.6153525447632355,0.8296669884930673,10,6
0.7563492712204837,0.9196550620217672,0.8247212705422089,0.735035875399115,0.7525285891669817,0.7894648358426495,10,7
0.8707251096637403,0.8926398258756055,0.8405825081916884,0.8541968113678341,0.8304187487947245,0.8259983615273436,10,8
0.8505049449848854,0.8985242669525597,0.8407099713238477,0.7563713277667544,0.790440208398565,0.805977543266822,10,9
0.9105332673671354,0.9131494269146068,0.7387977350947004,0.9088344884618847,0.7764196301580542,0.7962837131314163,10,10
0.9303179542885127,0.9689146948092826,0.4845990621060706,0.9312770889400742,0.5183080852332078,0.5173071144718271,11,1
0.6904195523177772,0.7913097396635925,0.5109060033696751,0.7642272925611229,0.6014582137214186,0.7180323712510881,11,2
0.821389236480171,0.8267918505461417,0.6427247847766818,0.8969856570718944,0.7864893351791857,0.8292351127462309,11,3
0.8268521651730385,0.8147089783005478,0.6162239975728259,0.8670678197573674,0.7123213397004313,0.8627006116588922,11,4
0.890981178434255,0.5190389381499814,0.6967366779241575,0.5848504859906715,0.758227107097369,0.5947282543329466,11,5
0.9420169684496278,0.764300220205197,0.7396535220917538,0.7606257139596351,0.7142308695085128,0.6402282210765933,11,6
0.6464844210363225,0.6759140341903642,0.9114083841025372,0.8108113597114074,0.6954540724745818,0.7562382322068791,11,7
0.6992267055947734,0.6637285015610792,0.7779588528996761,0.8443447263191375,0.8469687741352752,0.8729842125602991,11,8
0.8103501293143429,0.5285836077164117,0.5039026335131379,0.5933264718218025,0.7048237755110461,0.5892904177184517,11,9
0.7842084560844769,0.7123925329148548,0.6871107889017976,0.8604308768942316,0.8057639279593523,0.8044614359622339,11,10
0.6827936975687072,0.8491976061971156,0.6143570228594264,0.7491761626401653,0.604129532312691,0.6729422095348605,12,1
0.7198736532470966,0.944558889348226,0.7758599606265923,0.7166828733417859,0.7140744668207368,0.8000159410805696,12,2
0.9392195796188192,0.881544866418708,0.8382243306830792,0.8574624718744076,0.8420439921488811,0.7741116247443937,12,3
0.9324246877495854,0.8810337667661052,0.8221035347766322,0.9094941013790945,0.7685533669958466,0.745831753009766,12,4
0.8192272411363879,0.8229294025963032,0.6757138354764627,0.8795941591237606,0.826626115034294,0.7810927923887016,12,5
0.8897856364817179,0.8518876958803647,0.7245072246273143,0.8191809897920631,0.6907344356318121,0.7179496035829863,12,6
0.7037564487850486,0.9540698722297034,0.8338343107267853,0.7402887930685368,0.6794142844976101,0.8577856848818194,12,7
0.7790522126190942,0.8767409542901488,0.6896861674012859,0.8637742065813967,0.8261314671646705,0.7776383606102222,12,8
0.9069174394518107,0.9405734999128657,0.7712365070362825,0.9031253258307621,0.8019938039443308,0.8158765441035879,12,9
0.8557762779481408,0.8941165062672083,0.7332888116550667,0.8245717272355628,0.7279235955788206,0.733439384154809,12,10
0.8676615691980487,0.7448702880118195,0.8255106240484782,0.7139910169716208,0.7265663808076164,0.6458821879206589,13,1
0.738134975301534,0.7321382932757556,0.7132660159301014,0.6096903484052959,0.7045484105313949,0.6175064135128567,13,2
0.8764540154668583,0.8630980999980229,0.8617473447848788,0.8986011082340039,0.8837468966941905,0.8806446105530676,13,3
0.8412251638153103,0.8190715826375584,0.8296496725275804,0.8200799283654239,0.8514811729958613,0.8774478753729487,13,4
0.8089642093201587,0.8966239526845625,0.8566982489434087,0.7932919107642546,0.7373262895805328,0.8683338571595396,13,5
0.8964982233066765,0.9083843914024068,0.8303132835400061,0.8683332281530511,0.8436931819816614,0.8316315520601882,13,6
0.7540815718654376,0.8067544226226873,0.8215748166878803,0.6486338453965587,0.7427503347444716,0.8217113548714304,13,7
0.8294794020845785,0.8224740075677115,0.7792212041765354,0.8469787876605818,0.8189754509486733,0.8322201344758593,13,8
0.8188355239424843,0.7873778700929827,0.8444380156237896,0.7156984374920122,0.7724816087640807,0.7873395309697375,13,9
0.872435384408105,0.838996394267677,0.7620622175522698,0.8782138966775297,0.7775346371567102,0.7469648110972735,13,10
0.7369728105195565,0.7992066455082669,0.70957303282483,0.6769294445848995,0.5635013444724266,0.6331439513096077,14,1
0.6305306500807872,0.8196827121698413,0.5948264073864628,0.6295400570662069,0.6873457817929496,0.6877058680995859,14,2
0.8113552369268913,0.7375551808701847,0.6258253454570673,0.6362207965116529,0.5491520151293454,0.8039734283784625,14,3
0.8802055228642504,0.8952564833582752,0.680408669119422,0.7951156366499277,0.5964258834383214,0.6674893829229072,14,4
0.6319009603732665,0.9590595186358715,0.7224197756036219,0.625131018026341,0.5836217449741776,0.7421181601566308,14,5
0.6823329528972433,0.9340239332045345,0.6662612325998202,0.657269035291306,0.7860991492457237,0.6397366366964642,14,6
0.6856461088829054,0.8426776023136612,0.6186100919059616,0.6748599054905965,0.5131319272624149,0.547593621504813,14,7
0.7618607287623743,0.7890924313956398,0.719524563908692,0.7903682931131306,0.7103014699244885,0.7564701100094129,14,8
0.6615798332733438,0.8897537573668197,0.7163623817975042,0.6212023712890815,0.7577131633960275,0.7251453789991482,14,9
0.7278651978437838,0.8184292281675785,0.6314653883047654,0.8086617943959135,0.7366065407550808,0.7692807247607707,14,10
0.7934499019291095,0.7341247875554862,0.6610865299028472,0.6585642456762619,0.6049732089300794,0.6770113079768589,15,1
0.7358112243624678,0.8025629543572033,0.7856021493893504,0.8072030656237367,0.788268457303548,0.9291486224174087,15,2
0.962249407125679,0.9636551783293524,0.8381827377760165,0.9590990196796041,0.843813578594234,0.8508199674054596,15,3
0.9235287536235652,0.9401037517171961,0.81894097644766,0.9110759113574801,0.7791474408740608,0.8064239537052437,15,4
0.9062507002203413,0.9424569017690463,0.7899075630116705,0.8923031185424581,0.8080320228514595,0.830463406063519,15,5
0.9575633237276698,0.8996851461537372,0.8657061258705143,0.8970821363621753,0.8633135322744153,0.8694639367593723,15,6
0.7840215085253976,0.79578468154734,0.7142785020794984,0.8847060335832648,0.7816255669136859,0.8382907607919843,15,7
0.9171789211779409,0.9304805048220064,0.7742827155353018,0.9017957144987254,0.778423551980227,0.7996746972673412,15,8
0.7533533590944341,0.7386608883943683,0.7866205080242971,0.7551723932375971,0.8737235892388167,0.818023504142518,15,9
0.7987390553320455,0.7855356951614333,0.7236183384962087,0.9484464398249415,0.6882028565179703,0.6826575648706936,15,10
0.798497937487714,0.7529096798135234,0.7637714460728708,0.8510081298078425,0.7653349906870826,0.7892934915566863,16,1
0.7592815244762905,0.8755551647760994,0.7989836573207421,0.7299991352148438,0.7911008898885223,0.7994788359095174,16,2
0.8000298366841563,0.772688208193275,0.9136862688603715,0.7926302723107583,0.7159241072758666,0.7874458914103608,16,3
0.7829159016573238,0.5947575587275353,0.79197321052602,0.5895326248477648,0.7509026153577972,0.5986943155385743,16,4
0.718137039630556,0.8157604132909451,0.7645452232356283,0.6980402068200792,0.7028028808879181,0.8194985056055237,16,5
0.7795658496187093,0.6906121072026865,0.9085040754257572,0.8423815032880853,0.8136401438164859,0.7480640355746844,16,6
0.8058062364618805,0.833117165192959,0.729897015409213,0.9061364084511558,0.7639994577585387,0.7915055452585753,16,7
0.8505195462782057,0.8460574134710626,0.7300619948922127,0.9209117705151993,0.7933573947608465,0.8211216690322954,16,8
0.7066449789682606,0.8739443799569648,0.782892655630078,0.7207621756290894,0.7890175949403455,0.8234438637826231,16,9
0.8373455185509386,0.8621145929266738,0.7573046799270491,0.7672333560503808,0.6883459113956293,0.7104634015472944,16,10
0.935254224559093,0.9286390550229795,0.9119908679732162,0.9325019440941165,0.9068170407423067,0.9137187061187875,17,1
0.9344877176616173,0.9489063318782165,0.894001213712984,0.9595887119630196,0.9275859737347978,0.9101436590186264,17,2
0.9301938832810028,0.9444796700194955,0.9309638729012734,0.9476500747187415,0.9559379284633351,0.9414177709034487,17,3
0.9392280894399965,0.9490239916642924,0.8666307138107263,0.9440545456307106,0.8526999064199617,0.8407197416387683,17,4
0.913474115502607,0.920681769766257,0.9006629703047713,0.9561000523535816,0.8926401334148055,0.8930520315313233,17,5
0.9499116389544165,0.9698724538265937,0.9264564287331956,0.9429884022153002,0.9121580398756439,0.9204510438946281,17,6
0.894317473230525,0.9396187154322935,0.923092182967984,0.9034308410194795,0.9156973304184035,0.9077286735689001,17,7
0.9269802233389841,0.9445939925252985,0.9441126249741256,0.9291180086076324,0.9179153041765751,0.9358301164099447,17,8
0.8824027346544234,0.8747641668779162,0.943764824031209,0.8501851880337508,0.9288272255888359,0.8630670475343516,17,9
0.932169826357939,0.9565024583426351,0.925038854173206,0.9152496236202532,0.9137003637573041,0.8987434343907682,17,10
0.6813065050200517,0.7624790801077921,0.7790424977513344,0.6510693271257613,0.6354195345374418,0.7091641297803025,18,1
0.6909945577874133,0.9104729176538504,0.8831819231532925,0.6871122412293822,0.6992654482052725,0.9098087974000103,18,2
0.8575816857875771,0.8370137661802479,0.7981747818489467,0.9167868396557777,0.8619539785272647,0.8962847250107882,18,3
0.9143528201578325,0.8962262067264414,0.8807502774403917,0.9211066899767363,0.8564923296820792,0.8760155230913829,18,4
0.815635207453427,0.8161929246935922,0.7637951912405185,0.7726759006256501,0.7111849354836772,0.922076757050049,18,5
0.8124941240509677,0.7047542571621865,0.8717168321606356,0.6098598798742789,0.8416341493761679,0.6246429261140604,18,6
0.6822457175204532,0.8774958692075241,0.7664593646147546,0.7162412703929367,0.674907192274166,0.8189078813920546,18,7
0.8892882070256405,0.9126354890149398,0.8567617439884074,0.8795514211051998,0.8831946459114679,0.9102708364500524,18,8
0.7962061404760923,0.860331915338323,0.7942201146595138,0.7770177974542436,0.7525426700513022,0.7972120848509525,18,9
0.9032871882416393,0.9248697839281093,0.8373323176029571,0.9264093305334287,0.8697247165993645,0.8803179364675384,18,10
0.7078793046066496,0.8421552485160163,0.6598260868105338,0.5576625890307716,0.551425861501265,0.5681277267858418,19,1
0.6218107376421004,0.9206306430488769,0.694182800451381,0.6275372573080806,0.5643235827325981,0.7099522019997031,19,2
0.863688443080864,0.8681902081669506,0.7556017913621472,0.9074483331160561,0.7833417642384954,0.7573129419774282,19,3
0.8492862715290883,0.8739615056826189,0.7995871897042053,0.8136182365368411,0.8297404353807617,0.8228337333532872,19,4
0.7813838236514911,0.8037804742927696,0.8447969492932085,0.7003990796747952,0.8240854130579467,0.7052577421614834,19,5
0.862806662907734,0.8849914954418509,0.6569636920762205,0.8810445616372344,0.6516996189593224,0.691121511533991,19,6
0.6981708126683384,0.8128319280089096,0.7012166558591831,0.6341500494318841,0.5958495596914093,0.6706137740394402,19,7
0.8035975211793898,0.7859660730719328,0.7712274098556673,0.8167462830773746,0.7651667204545503,0.8249348795643058,19,8
0.7595655786396551,0.7973167652844431,0.8374865295272373,0.7261633905935342,0.8138660588036015,0.7505638923946538,19,9
0.868231494386021,0.9164298255688983,0.8095524702220858,0.8787856786332728,0.7582745378920147,0.7854849520277455,19,10
0.7734912149722216,0.8085808934876944,0.7026356418596548,0.768727902427169,0.5900184568704487,0.6338836217270606,20,1
0.7895158759888824,0.9074798040154964,0.7705622716110926,0.7825892899390927,0.6690811898996019,0.8082411240215818,20,2
0.9570789253934895,0.9523333233706457,0.7089386751355936,0.9427726158942503,0.717427179874808,0.7560272613532069,20,3
0.8969237966447196,0.9510645919159861,0.8416660508010855,0.8818479197622745,0.7807490718815258,0.8714003506642014,20,4
0.8069970818433476,0.8357979996617352,0.7382263177327115,0.7294054587235217,0.6589715655867634,0.75377757662895,20,5
0.8701641472770533,0.8298529542172512,0.7299589243332092,0.7362334934666381,0.7216319565334129,0.6691445102668436,20,6
0.8022157407236217,0.9155143949763862,0.7669451699359984,0.8368316828820389,0.7079721107747465,0.8221840582092323,20,7
0.8346628851801898,0.8740496120719852,0.7666392463040701,0.882026980101102,0.7642821183465865,0.8017640290535066,20,8
0.8383247692693818,0.7629119614115824,0.7307896432568055,0.6513789028639054,0.632078049898096,0.6508973398148682,20,9
0.8815762993640397,0.9105417206309336,0.7142236985891899,0.9160544005020241,0.7577314332316679,0.7807435696431576,20,10
