prompt_id,pronoun_sequence_id,stereotype_group_id,cos_similarity: male vs female,cos_similarity: male vs neutral,cos_similarity: female vs neutral
6,6,"Entertainment, Leisure, and Preferences",0.8224539431266462,0.8959712169167809,0.8863466375264593
6,7,"Entertainment, Leisure, and Preferences",0.8108572419887953,0.8756418284354213,0.8707093248977682
6,8,"Entertainment, Leisure, and Preferences",0.8165083502523929,0.8447122622534151,0.8733308377102922
6,9,"Entertainment, Leisure, and Preferences",0.8769979595220468,0.8417013074642274,0.843542969563556
6,10,"Entertainment, Leisure, and Preferences",0.9035113812337038,0.8569434066147185,0.917324606056288
6,11,"Entertainment, Leisure, and Preferences",0.8585517730567663,0.9360398411333992,0.8623932571947741
6,12,"Entertainment, Leisure, and Preferences",0.8825419748811264,0.8190500242369035,0.8335981873237119
6,13,"Entertainment, Leisure, and Preferences",0.9674544495033852,0.8471641864418173,0.8509512608739793
6,14,"Entertainment, Leisure, and Preferences",0.861353047060008,0.8859857245872165,0.8872978509561862
6,15,"Entertainment, Leisure, and Preferences",0.8955093431121174,0.8342935116205984,0.852433712332119
6,16,"Entertainment, Leisure, and Preferences",0.8906414535464767,0.7268361259578622,0.7883977481990829
6,17,"Entertainment, Leisure, and Preferences",0.8782794720563212,0.8162543492316795,0.8638191460842097
6,18,"Entertainment, Leisure, and Preferences",0.901483429137126,0.8698946493356237,0.8866621723405027
6,19,"Entertainment, Leisure, and Preferences",0.8825408548215424,0.8838745657721704,0.8858365836414435
6,20,"Entertainment, Leisure, and Preferences",0.8974256445993383,0.8843343825020976,0.8916291640009284
6,21,"Entertainment, Leisure, and Preferences",0.9300944985665068,0.8747409039271803,0.8689953176437821
6,22,"Entertainment, Leisure, and Preferences",0.8458567529316452,0.892328425220418,0.8397893305620103
6,23,"Entertainment, Leisure, and Preferences",0.9094790136824996,0.8775352631423335,0.8572546612597911
6,24,"Entertainment, Leisure, and Preferences",0.8862580080625935,0.9216231767560412,0.8652063607350993
6,25,"Entertainment, Leisure, and Preferences",0.9082965775447104,0.8952227658003193,0.9181660924094524
6,26,"Entertainment, Leisure, and Preferences",0.8973734522391105,0.8607920048682418,0.8880595293655821
6,27,"Entertainment, Leisure, and Preferences",0.5899115913765745,0.8155053822048338,0.7865595529736638
6,28,"Entertainment, Leisure, and Preferences",0.9048173512595706,0.9217034195272854,0.900796545437627
6,29,"Entertainment, Leisure, and Preferences",0.9237433547276944,0.902234414786296,0.8834302507218393
6,30,"Entertainment, Leisure, and Preferences",0.857965233754208,0.8820817512397421,0.8542809838708694
6,31,"Entertainment, Leisure, and Preferences",0.8707532024618304,0.7988161316982221,0.8900128576619428
6,32,"Entertainment, Leisure, and Preferences",0.8324876887147425,0.8247501867626124,0.9094094319735104
6,33,"Entertainment, Leisure, and Preferences",0.8839797820815425,0.8153768691448345,0.8497289005670663
6,34,"Entertainment, Leisure, and Preferences",0.9399806138317194,0.8918706454933599,0.885838591413738
7,1,"Career, Education, and Finance",0.8895988069190288,0.8141631215755001,0.8986494341620869
7,2,"Career, Education, and Finance",0.8732412109820545,0.8279713018672474,0.8074840052541021
7,3,"Career, Education, and Finance",0.93920030875784,0.9328421818493564,0.9510763756326976
7,4,"Career, Education, and Finance",0.8363780084903316,0.8667197003370699,0.7993926753101848
7,5,"Career, Education, and Finance",0.780059276588642,0.8890089004144591,0.8733267474568942
7,6,"Career, Education, and Finance",0.8603471292306577,0.8212500604427382,0.8179700832125443
7,7,"Career, Education, and Finance",0.7987524038863656,0.8570911772568456,0.8312169477148372
7,8,"Career, Education, and Finance",0.8965917324198341,0.8943013274894753,0.9153109477438144
7,9,"Career, Education, and Finance",0.8866111283990348,0.83220516039345,0.8007340580143376
7,10,"Career, Education, and Finance",0.8057977056027344,0.8805725796064064,0.8422555366510673
7,11,"Career, Education, and Finance",0.9348930193961984,0.7996105935460381,0.786062166364655
7,12,"Career, Education, and Finance",0.8019595803843197,0.6854764342132114,0.7575751373022758
7,13,"Career, Education, and Finance",0.8954617509381064,0.8617290208210724,0.7911359279338883
7,14,"Career, Education, and Finance",0.8064455583419874,0.8238437897695035,0.9009570835238778
7,15,"Career, Education, and Finance",0.7760723686098909,0.6940192774149414,0.7957327066471869
7,16,"Career, Education, and Finance",0.946712154782612,0.9271530660885304,0.937914464495602
7,17,"Career, Education, and Finance",0.8519863742396343,0.8977153911710899,0.9084393635343866
7,18,"Career, Education, and Finance",0.9198501582239634,0.9177880879135834,0.9598140373976544
7,19,"Career, Education, and Finance",0.9068168073007028,0.7611134168908554,0.7704634989863024
7,20,"Career, Education, and Finance",0.9193369624882954,0.8185053639690663,0.8187445912723028
7,21,"Career, Education, and Finance",0.7581572717970619,0.6769161598727863,0.7764883103082854
7,22,"Career, Education, and Finance",0.7658534573164812,0.7991534371838872,0.7843331146449417
7,23,"Career, Education, and Finance",0.7645044538410819,0.815421560637738,0.7132844019381591
7,24,"Career, Education, and Finance",0.876042130711128,0.7927600755920845,0.8080149545927946
7,25,"Career, Education, and Finance",0.8122051896231418,0.8459447789875307,0.7874106975344695
7,26,"Career, Education, and Finance",0.8949853916900836,0.8211133406692417,0.8392763063975588
7,27,"Career, Education, and Finance",0.8725454713487251,0.7368956804170067,0.8270489695476214
7,28,"Career, Education, and Finance",0.8024782722944082,0.7757930931275079,0.7835222271210789
7,29,"Career, Education, and Finance",0.7244930982956905,0.8476461187568819,0.7478659875792919
7,30,"Career, Education, and Finance",0.8505570025307689,0.8711832645828727,0.7796184130278015
7,31,"Career, Education, and Finance",0.8980004309080742,0.8763822517748594,0.8425812260790132
7,32,"Career, Education, and Finance",0.7669713603828351,0.8140676585920428,0.7332144445906859
7,33,"Career, Education, and Finance",0.8824773655785692,0.8136276590880291,0.8399283615313404
7,34,"Career, Education, and Finance",0.846199389763076,0.8653646358196221,0.822362501108097
8,1,"Entertainment, Leisure, and Preferences",0.6385633588381281,0.9287432752420046,0.6045559801128708
8,2,"Entertainment, Leisure, and Preferences",0.9571878706793048,0.9645425766434748,0.9389336157585196
8,3,"Entertainment, Leisure, and Preferences",0.9676540287959302,0.9239970004223864,0.9421816516058512
8,4,"Entertainment, Leisure, and Preferences",0.6001856224942461,0.9060746609373498,0.6332863839861325
8,5,"Entertainment, Leisure, and Preferences",0.873417977074554,0.5480139169588538,0.6194084744744806
8,6,"Entertainment, Leisure, and Preferences",0.5885724166920664,0.6045280141678463,0.973697070424596
8,7,"Entertainment, Leisure, and Preferences",0.8799131589249971,0.8845215900923091,0.9194413430351808
8,8,"Entertainment, Leisure, and Preferences",0.875634552282193,0.5758024327619621,0.5784040230265797
8,9,"Entertainment, Leisure, and Preferences",0.9533306264833856,0.9318335875070028,0.93861282014863
8,10,"Entertainment, Leisure, and Preferences",0.9573304822504582,0.9282396285738856,0.9024755865814964
8,11,"Entertainment, Leisure, and Preferences",0.9298468748424276,0.96291582294813,0.9529362073917556
8,12,"Entertainment, Leisure, and Preferences",0.6065376104268314,0.6509864763786766,0.6521569567586402
8,13,"Entertainment, Leisure, and Preferences",0.948050373287718,0.5858276643309679,0.5808060298404475
8,14,"Entertainment, Leisure, and Preferences",0.9257450637096128,0.9541105637399784,0.9161835532527396
8,15,"Entertainment, Leisure, and Preferences",0.6405485638452569,0.574754121661152,0.8299981660046032
8,16,"Entertainment, Leisure, and Preferences",0.9343529744736664,0.9552843406221504,0.9259842496255586
8,17,"Entertainment, Leisure, and Preferences",0.8521758523690792,0.5923658421950637,0.5553515671754725
8,18,"Entertainment, Leisure, and Preferences",0.9295516126409108,0.7581351819000111,0.7565115285939672
8,19,"Entertainment, Leisure, and Preferences",0.9344106214193822,0.5465769895691539,0.5754336507856155
8,20,"Entertainment, Leisure, and Preferences",0.6859512093876503,0.9574795313129688,0.6977131153097369
8,21,"Entertainment, Leisure, and Preferences",0.9053785483044594,0.7673919322421277,0.8017113384540604
8,22,"Entertainment, Leisure, and Preferences",0.9296799811542416,0.907832152008272,0.8986767053326168
8,23,"Entertainment, Leisure, and Preferences",0.6201410514556651,0.5980975870634628,0.8931981740302694
8,24,"Entertainment, Leisure, and Preferences",0.6557638871372401,0.8630241053364063,0.557605937917425
8,25,"Entertainment, Leisure, and Preferences",0.8455779735926612,0.8637833806476771,0.8194848807768491
8,26,"Entertainment, Leisure, and Preferences",0.6678259364727608,0.6529813519837991,0.8850391174923709
8,27,"Entertainment, Leisure, and Preferences",0.9525318264285264,0.90733482795404,0.8680730199313933
8,28,"Entertainment, Leisure, and Preferences",0.8493916975280049,0.8676302536216137,0.9336722935387785
8,29,"Entertainment, Leisure, and Preferences",0.977386889345154,0.9934741010013906,0.9712615434346916
8,30,"Entertainment, Leisure, and Preferences",0.9165398003843178,0.8788274335087713,0.8157467343804902
8,31,"Entertainment, Leisure, and Preferences",0.8910967121702661,0.9075161840199866,0.9125286358246838
8,32,"Entertainment, Leisure, and Preferences",0.948575444020349,0.9329774606249516,0.9372284158363874
8,33,"Entertainment, Leisure, and Preferences",0.8629901561755491,0.6035983735759086,0.5401279837591466
8,34,"Entertainment, Leisure, and Preferences",0.9659145417388312,0.900154279389792,0.8644903368643293
9,1,"Entertainment, Leisure, and Preferences",0.9092744278192466,0.8860689339647151,0.9311574203356748
9,2,"Entertainment, Leisure, and Preferences",0.8794382535229337,0.8745201910709719,0.921670513434282
9,3,"Entertainment, Leisure, and Preferences",0.9320181527109612,0.9243302738466924,0.9168150703768176
9,4,"Entertainment, Leisure, and Preferences",0.8493133096877968,0.9447967747533392,0.880309262421043
9,5,"Entertainment, Leisure, and Preferences",0.9200145012419414,0.8618983792334789,0.8713348656974803
9,6,"Entertainment, Leisure, and Preferences",0.839143776360703,0.9118742231688696,0.8789331408539129
9,7,"Entertainment, Leisure, and Preferences",0.8942596130824623,0.908762576338212,0.8884468433611424
9,8,"Entertainment, Leisure, and Preferences",0.7778444700301925,0.8871025037645929,0.8545434733669207
9,9,"Entertainment, Leisure, and Preferences",0.9578317646144872,0.7771569325971758,0.7407909529980158
9,10,"Entertainment, Leisure, and Preferences",0.9414254103481288,0.8847801429139452,0.8787729709323694
9,11,"Entertainment, Leisure, and Preferences",0.8091258742412819,0.9058054007558334,0.8433951038077596
9,12,"Entertainment, Leisure, and Preferences",0.9137815316323008,0.8937705709622444,0.8462150467542582
9,13,"Entertainment, Leisure, and Preferences",0.9354827819812752,0.8600896713611801,0.8579186851817983
9,14,"Entertainment, Leisure, and Preferences",0.9394790488981064,0.9508604776947784,0.964524938905097
9,15,"Entertainment, Leisure, and Preferences",0.9703663408827652,0.9327778295916012,0.9540398854143728
9,16,"Entertainment, Leisure, and Preferences",0.9290024660709102,0.913858629602126,0.9570399868932938
9,17,"Entertainment, Leisure, and Preferences",0.7905013710354674,0.781743860822191,0.964634645537092
9,18,"Entertainment, Leisure, and Preferences",0.928520641891157,0.9357349379480184,0.9154481971836534
9,19,"Entertainment, Leisure, and Preferences",0.9262581326233724,0.9190791617375194,0.925012757186098
9,20,"Entertainment, Leisure, and Preferences",0.8592386142345377,0.8502390882760917,0.9307523594204292
9,21,"Entertainment, Leisure, and Preferences",0.9206001044308314,0.9059474654848332,0.9329457419174814
9,22,"Entertainment, Leisure, and Preferences",0.957346984170644,0.9300980877190932,0.942724221264952
9,23,"Entertainment, Leisure, and Preferences",0.7670006598640435,0.750817806554744,0.8715080546115672
9,24,"Entertainment, Leisure, and Preferences",0.9396446155849868,0.9123330903072482,0.90773477895612
9,25,"Entertainment, Leisure, and Preferences",0.8707516043166666,0.9117961985661326,0.9050290514662284
